Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
19,M,Some College,75000,C,81,Low,5,Arts,Public,Medium,Medium,No,Low,Medium,Medium,Neutral,Medium,92,Yes,4,Healthy,Low,3,Yes,Negative,No,No,Auditory,No,Yes,High,2,Low,B
20,M,College,60000,A,92,Medium,14,Engineering,Private,High,Low,Yes,High,Medium,Medium,Neutral,Medium,22,Yes,7,Balanced,Low,3,Yes,Positive,No,No,Visual,Yes,Yes,High,6,Low,A
19,M,Graduate,75000,B,70,Medium,16,Science,Public,Low,Medium,No,Medium,Low,High,Negative,Low,55,No,7,Balanced,Low,2,No,Neutral,Yes,No,Kinesthetic,No,No,Medium,5,High,C
22,M,Graduate,40000,A,73,Low,19,Business,Private,Medium,High,Yes,Low,Low,Medium,Positive,High,41,No,5,Healthy,High,6,Yes,Positive,No,Yes,Kinesthetic,No,No,High,3,Low,B
19,M,High School,30000,C,70,High,14,Science,Private,Medium,Low,Yes,Medium,High,Medium,Neutral,Low,53,Yes,8,Unhealthy,Low,6,No,Negative,Yes,No,Visual,Yes,Yes,Low,2,Low,A
20,F,Some College,75000,A,87,Medium,13,Law,Private,Medium,Medium,Yes,High,Low,High,Negative,Low,41,No,4,Healthy,High,8,Yes,Negative,Yes,No,Kinesthetic,Yes,Yes,High,5,Medium,C
18,M,Some College,50000,B,100,High,9,Arts,Private,Medium,High,No,High,Low,High,Negative,Low,84,No,6,Balanced,Low,9,No,Positive,No,No,Auditory,Yes,No,High,3,High,B
18,M,College,40000,A,70,High,8,Law,Private,High,Low,No,Low,Medium,Low,Neutral,Medium,22,Yes,5,Balanced,Low,4,Yes,Positive,Yes,No,Auditory,No,No,Medium,6,Medium,C
21,M,College,75000,A,76,High,11,Medicine,Private,High,Low,No,Medium,High,Medium,Positive,High,47,Yes,6,Healthy,High,10,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Medium,5,High,C
21,F,Some College,50000,A,96,Low,6,Business,Public,High,Medium,No,High,Medium,Medium,Neutral,Low,48,Yes,5,Healthy,High,4,No,Neutral,Yes,No,Kinesthetic,No,Yes,Medium,2,Medium,A
22,F,High School,50000,C,72,Low,11,Arts,Public,High,Medium,High,High,Low,Low,Negative,High,86,Yes,8,Unhealthy,Medium,5,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Low,2,Medium,C
18,M,College,75000,A,99,Low,17,Science,Public,Medium,High,Yes,High,High,Medium,Neutral,Medium,27,No,6,Healthy,Low,3,Yes,Neutral,Yes,Yes,Kinesthetic,No,No,Low,3,High,C
18,F,College,50000,C,76,Low,15,Arts,Private,Low,High,Yes,Low,High,High,Positive,Low,32,Yes,9,Balanced,Medium,6,No,Neutral,Yes,No,Auditory,Yes,No,Low,4,Medium,B
18,F,Some College,60000,A,94,High,14,Law,Public,Low,Medium,Yes,Low,High,Low,Positive,Low,71,Yes,8,Healthy,Medium,3,No,Neutral,No,No,Kinesthetic,No,No,Medium,3,Low,B
22,M,Graduate,50000,B,94,Low,18,Science,Public,Low,Low,Yes,Low,Low,Low,Neutral,Low,74,No,7,Balanced,High,8,No,Negative,No,Yes,Visual,No,No,High,4,Low,B
22,M,Graduate,30000,B,91,Medium,16,Medicine,Private,Medium,Low,Yes,Low,Medium,Low,Neutral,High,49,Yes,8,Balanced,Medium,6,Yes,Negative,No,No,Auditory,No,Yes,Medium,3,Medium,C
22,M,Some College,50000,A,84,Low,19,Engineering,Public,High,Medium,No,Low,Medium,Low,Negative,High,94,No,5,Unhealthy,High,7,No,Negative,Yes,No,Visual,Yes,No,Medium,1,Low,A
19,M,Graduate,75000,C,84,Medium,6,Law,Public,Low,High,Yes,Low,Low,High,Negative,High,73,No,9,Unhealthy,Low,6,No,Positive,Yes,Yes,Auditory,Yes,No,Low,3,High,A
18,F,College,75000,B,98,Low,20,Business,Public,Low,High,Yes,Medium,High,Medium,Positive,Low,51,No,5,Unhealthy,High,3,Yes,Positive,No,No,Auditory,No,No,Medium,5,High,A
19,M,High School,30000,C,98,Low,16,Medicine,Public,High,High,No,Medium,Medium,Low,Neutral,Medium,55,Yes,9,Balanced,High,7,No,Negative,Yes,Yes,Auditory,No,No,Low,1,High,A
21,F,Some College,40000,B,81,Medium,7,Business,Private,Medium,Low,No,Low,Low,Medium,Neutral,Medium,100,No,5,Balanced,Low,10,Yes,Positive,No,Yes,Kinesthetic,No,No,High,3,Medium,B
21,M,Graduate,40000,C,96,High,12,Law,Public,Low,High,High,High,Medium,Medium,Neutral,Medium,50,No,7,Balanced,High,5,Yes,Positive,Yes,No,Visual,No,Yes,Low,3,High,C
21,M,High School,60000,C,77,Low,14,Law,Private,Medium,High,No,Low,Low,Medium,Negative,Medium,76,Yes,8,Healthy,Medium,4,Yes,Neutral,No,Yes,Visual,Yes,Yes,High,5,High,B
21,F,High School,75000,A,72,High,15,Law,Private,High,High,Yes,Medium,Low,Medium,Neutral,High,96,No,4,Balanced,High,3,Yes,Positive,Yes,Yes,Visual,Yes,No,High,1,High,C
20,F,High School,60000,C,92,Low,19,Law,Private,Medium,High,Yes,Low,Low,High,Positive,High,32,Yes,4,Balanced,Medium,5,No,Negative,No,Yes,Visual,No,Yes,Low,5,Medium,A
22,F,Graduate,75000,C,100,Low,13,Business,Private,Medium,High,Yes,Low,Medium,High,Neutral,Medium,70,No,4,Unhealthy,Medium,7,Yes,Negative,No,No,Auditory,Yes,Yes,High,3,Low,B
21,F,Graduate,75000,B,93,Low,11,Engineering,Public,Low,Low,No,High,Medium,Low,Neutral,High,32,Yes,9,Unhealthy,Medium,9,Yes,Negative,No,Yes,Auditory,Yes,No,Low,4,Low,B
21,M,High School,60000,C,71,Low,17,Law,Public,High,Medium,Yes,Medium,High,High,Neutral,High,55,Yes,9,Balanced,High,3,No,Neutral,Yes,No,Auditory,Yes,No,High,3,Medium,B
19,M,College,60000,A,97,Medium,17,Arts,Public,Medium,Low,Yes,High,Low,Medium,Positive,Low,20,Yes,8,Unhealthy,Low,3,No,Neutral,No,No,Visual,No,Yes,Low,1,Low,C
21,F,Graduate,50000,C,96,Medium,15,Law,Public,Low,Medium,No,Medium,Medium,High,Positive,Medium,29,Yes,5,Balanced,High,7,No,Neutral,Yes,No,Kinesthetic,No,No,Low,4,Medium,C
20,F,Graduate,75000,A,87,Medium,17,Business,Private,Low,High,Yes,High,Low,Medium,Negative,Medium,96,No,5,Balanced,Medium,4,No,Negative,No,Yes,Visual,No,Yes,Low,3,Medium,C
18,M,College,40000,B,88,High,11,Business,Private,Medium,Low,No,Medium,High,Low,Neutral,Medium,41,Yes,4,Healthy,High,3,Yes,Neutral,No,Yes,Visual,No,No,High,5,High,C
18,F,High School,40000,C,76,Medium,17,Business,Public,High,Medium,Yes,Medium,High,High,Positive,High,85,Yes,4,Balanced,Low,10,No,Neutral,No,No,Kinesthetic,Yes,No,Medium,2,Low,B
21,M,High School,50000,B,93,Low,6,Business,Private,Medium,High,No,Low,Medium,Low,Neutral,Low,98,No,8,Unhealthy,Medium,10,No,Positive,No,Yes,Auditory,No,Yes,Medium,2,Low,B
19,F,Some College,40000,A,87,High,13,Business,Private,Low,Medium,Yes,Low,Medium,Medium,Positive,High,79,Yes,8,Unhealthy,Low,9,No,Positive,Yes,Yes,Kinesthetic,No,No,Medium,5,High,A
20,F,High School,75000,B,86,High,9,Science,Public,Medium,Low,Yes,Medium,Medium,Medium,Neutral,Low,48,No,7,Unhealthy,Medium,4,Yes,Negative,Yes,Yes,Auditory,Yes,No,Medium,2,Low,C
21,M,High School,60000,B,100,High,10,Arts,Public,High,Low,High,Low,Medium,High,Positive,High,41,No,9,Balanced,Low,6,No,Positive,Yes,No,Kinesthetic,No,Yes,High,6,Low,A
20,F,College,75000,B,70,Medium,9,Arts,Public,High,Low,Yes,Low,Low,Low,Positive,Low,78,No,4,Balanced,High,5,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Medium,6,High,A
21,M,Some College,40000,C,70,Medium,8,Medicine,Private,Low,Medium,High,Low,Medium,Low,Positive,Low,72,Yes,6,Unhealthy,Medium,5,No,Neutral,No,Yes,Visual,No,Yes,High,2,Low,C
20,M,Some College,75000,A,74,Low,8,Medicine,Public,Medium,Medium,No,Low,Low,Medium,Negative,Medium,97,Yes,5,Balanced,Low,8,Yes,Neutral,Yes,No,Auditory,Yes,No,High,2,Low,B
21,M,Some College,30000,A,78,Medium,17,Medicine,Private,Medium,Medium,Yes,High,Medium,High,Neutral,Low,41,Yes,7,Healthy,Low,4,No,Neutral,No,Yes,Auditory,No,No,Low,2,Low,A
21,M,College,60000,A,94,Medium,11,Science,Private,Low,Low,Yes,Low,Medium,Medium,Positive,High,51,Yes,6,Unhealthy,Low,2,No,Negative,Yes,Yes,Auditory,No,No,Low,1,Medium,B
18,M,College,40000,B,83,Medium,12,Business,Public,High,High,Yes,Low,Low,Low,Negative,Medium,79,Yes,6,Balanced,High,5,No,Neutral,No,Yes,Auditory,Yes,No,Medium,3,Low,B
21,M,College,40000,B,82,Medium,17,Engineering,Private,Medium,Low,Yes,Medium,Medium,Low,Positive,Medium,80,No,5,Healthy,Low,4,No,Negative,No,Yes,Kinesthetic,No,No,High,5,Low,C
21,M,College,50000,B,96,Medium,12,Arts,Private,Medium,Low,Yes,High,High,Low,Negative,Medium,41,Yes,6,Balanced,High,6,Yes,Positive,Yes,No,Auditory,No,No,High,5,Low,C
20,M,Graduate,50000,A,100,Low,8,Arts,Public,Low,High,Yes,Medium,Medium,Medium,Positive,Low,94,Yes,4,Balanced,Medium,3,Yes,Negative,Yes,Yes,Auditory,No,No,High,6,High,B
18,M,High School,40000,A,72,Low,10,Law,Public,Low,Low,Yes,Medium,Low,High,Neutral,Low,84,No,4,Healthy,High,10,No,Positive,Yes,No,Kinesthetic,No,Yes,Medium,3,High,A
22,M,Graduate,40000,A,92,High,10,Law,Private,High,Low,Yes,Medium,High,High,Negative,Medium,41,No,7,Unhealthy,Medium,9,Yes,Negative,No,Yes,Auditory,Yes,Yes,Low,6,High,C
20,M,High School,50000,C,78,Low,9,Medicine,Public,Low,High,No,High,High,Low,Positive,High,29,Yes,5,Healthy,Medium,10,No,Positive,No,Yes,Auditory,No,No,High,1,High,C
21,F,High School,40000,A,75,High,10,Engineering,Public,Low,High,Yes,High,Medium,High,Neutral,Medium,31,No,7,Unhealthy,High,7,Yes,Positive,No,No,Kinesthetic,No,No,Medium,2,High,C
18,M,Some College,75000,C,79,Medium,18,Arts,Public,Medium,Low,No,Low,Medium,Low,Neutral,Low,36,Yes,5,Balanced,Low,7,Yes,Positive,Yes,No,Visual,No,No,High,4,Medium,B
19,M,Some College,60000,C,96,High,15,Science,Private,Medium,Medium,Yes,High,Medium,Medium,Neutral,High,43,Yes,7,Unhealthy,High,8,No,Negative,Yes,Yes,Auditory,No,No,High,3,High,B
21,M,College,50000,C,70,Low,20,Science,Private,Medium,Medium,No,Low,Medium,Medium,Positive,Medium,59,No,7,Balanced,High,2,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,High,2,High,B
22,F,College,30000,B,82,Low,17,Law,Public,High,Low,No,High,Medium,Low,Positive,High,29,Yes,8,Balanced,Low,4,Yes,Positive,Yes,No,Kinesthetic,No,Yes,Medium,3,Medium,A
20,F,Some College,50000,B,81,High,19,Business,Public,Medium,High,No,High,High,Low,Positive,Low,44,No,9,Balanced,Low,2,No,Negative,Yes,No,Auditory,Yes,No,High,3,High,C
22,F,Graduate,50000,B,91,High,8,Law,Public,High,Medium,No,High,High,Low,Positive,Low,30,No,6,Balanced,Medium,9,Yes,Neutral,No,Yes,Visual,No,No,High,2,High,C
18,M,Graduate,30000,C,82,Low,17,Business,Private,Medium,High,Yes,High,Medium,High,Positive,Low,74,No,7,Balanced,Medium,10,Yes,Positive,Yes,No,Visual,No,Yes,High,1,Low,A
22,M,College,50000,C,88,High,13,Law,Public,Low,Low,No,Medium,High,Medium,Negative,High,21,Yes,9,Unhealthy,Low,8,Yes,Neutral,Yes,Yes,Auditory,No,No,High,6,High,C
20,M,High School,50000,A,95,Low,11,Business,Public,Medium,High,High,Medium,High,Low,Negative,Medium,23,Yes,7,Balanced,High,4,No,Neutral,Yes,Yes,Visual,No,No,Medium,6,Low,C
22,F,Graduate,60000,A,89,High,10,Medicine,Public,Low,High,No,High,Low,Medium,Negative,High,41,Yes,6,Healthy,Low,3,No,Positive,Yes,No,Kinesthetic,Yes,No,Medium,5,High,B
21,M,High School,30000,B,82,Low,10,Law,Public,Low,Low,Yes,Medium,High,Medium,Positive,Medium,44,Yes,7,Balanced,High,9,No,Negative,Yes,Yes,Kinesthetic,No,Yes,High,4,Medium,C
18,F,College,30000,A,83,Medium,19,Law,Public,High,Low,No,Low,High,Medium,Positive,High,54,Yes,6,Unhealthy,Low,6,No,Negative,No,No,Kinesthetic,No,No,Medium,5,High,B
21,M,High School,60000,C,95,Low,6,Law,Public,High,Low,Yes,High,Low,Low,Positive,High,86,No,8,Balanced,Medium,6,Yes,Negative,No,Yes,Auditory,No,No,High,1,Medium,A
21,F,Some College,60000,A,70,Medium,5,Arts,Public,Medium,Low,No,Low,Medium,Low,Positive,High,28,No,6,Unhealthy,High,6,No,Neutral,Yes,No,Kinesthetic,Yes,No,High,5,Medium,B
18,M,High School,30000,C,75,Medium,19,Law,Public,Medium,Low,No,Low,High,Medium,Negative,High,67,Yes,5,Balanced,Medium,7,Yes,Positive,No,Yes,Kinesthetic,No,No,High,3,Medium,B
21,M,Some College,30000,B,98,Low,5,Law,Private,Low,Medium,No,High,High,Medium,Negative,Medium,53,No,6,Unhealthy,Low,8,No,Negative,Yes,No,Visual,No,Yes,High,3,Medium,A
20,M,Graduate,40000,B,71,High,9,Arts,Private,Low,Medium,Yes,Medium,Medium,Low,Neutral,Low,26,Yes,8,Balanced,Low,3,Yes,Positive,Yes,Yes,Visual,No,Yes,High,5,Low,C
22,M,Some College,75000,A,96,Low,15,Arts,Public,Low,Medium,No,High,High,Low,Negative,Medium,72,No,7,Balanced,High,6,Yes,Negative,Yes,No,Kinesthetic,No,Yes,Medium,5,High,B
22,M,High School,40000,A,71,Low,18,Arts,Public,High,Medium,No,High,Medium,Low,Positive,Medium,41,No,9,Unhealthy,Low,8,No,Neutral,Yes,Yes,Visual,Yes,No,Medium,4,Low,A
20,F,High School,75000,B,89,Medium,7,Business,Private,Low,Low,High,High,Medium,Medium,Positive,Low,44,Yes,7,Balanced,Low,6,No,Neutral,Yes,Yes,Auditory,No,Yes,Medium,5,Low,B
22,M,Graduate,60000,A,86,Medium,5,Engineering,Private,High,High,Yes,High,Low,High,Negative,Medium,73,No,5,Healthy,High,10,No,Positive,No,No,Kinesthetic,Yes,No,Low,2,High,B
21,M,Some College,60000,A,80,Low,18,Law,Private,Low,High,Yes,High,Medium,High,Neutral,High,71,No,6,Balanced,Low,7,No,Positive,Yes,Yes,Visual,No,Yes,High,2,Low,B
19,F,Graduate,75000,B,81,High,5,Business,Private,Low,Low,Yes,Low,High,High,Negative,High,41,Yes,5,Healthy,High,6,No,Negative,No,Yes,Auditory,Yes,No,High,3,High,C
18,M,College,60000,A,81,Medium,14,Arts,Private,High,High,No,Medium,Low,Low,Neutral,Medium,37,Yes,6,Balanced,High,10,Yes,Positive,No,No,Visual,Yes,No,Low,2,Low,B
19,F,Some College,40000,A,73,High,17,Science,Private,Medium,Low,Yes,Low,Low,High,Negative,High,21,Yes,8,Unhealthy,Low,9,Yes,Negative,No,Yes,Visual,Yes,Yes,High,6,High,C
20,F,Some College,60000,B,86,High,18,Law,Private,Medium,Low,No,Low,High,High,Negative,High,61,Yes,8,Balanced,Low,6,No,Positive,No,No,Auditory,No,Yes,High,4,Low,C
22,F,College,30000,C,78,High,11,Business,Private,Medium,High,No,Low,Medium,Medium,Positive,Low,99,No,4,Unhealthy,Low,7,Yes,Neutral,Yes,No,Auditory,No,No,Medium,5,Low,C
20,F,Graduate,75000,A,77,Medium,19,Law,Private,Low,Medium,No,High,Low,Low,Negative,High,92,No,4,Balanced,Medium,7,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,Low,2,Medium,A
19,F,High School,30000,B,72,High,16,Law,Public,Medium,High,No,Low,High,High,Neutral,Low,44,No,4,Balanced,Low,6,No,Positive,Yes,No,Kinesthetic,No,Yes,Medium,3,Medium,C
18,M,Graduate,50000,C,89,Medium,14,Medicine,Private,Medium,High,Yes,Low,Medium,High,Neutral,High,41,Yes,4,Balanced,Medium,6,No,Negative,No,Yes,Kinesthetic,No,Yes,High,6,Medium,C
18,M,Some College,40000,A,78,Low,11,Law,Private,Low,High,No,High,High,Low,Negative,High,41,Yes,5,Healthy,High,9,No,Negative,Yes,No,Kinesthetic,No,No,Medium,2,Medium,B
20,M,Some College,40000,C,77,Medium,18,Engineering,Public,Medium,Low,No,High,Medium,High,Neutral,High,68,No,5,Balanced,Low,9,Yes,Positive,Yes,Yes,Visual,No,No,Medium,4,High,C
22,F,College,60000,C,99,High,13,Law,Private,Medium,Low,No,High,High,Medium,Positive,High,92,Yes,5,Healthy,Medium,9,Yes,Neutral,No,No,Auditory,No,No,Low,6,Low,B
21,M,Graduate,75000,C,92,High,20,Engineering,Private,Medium,High,Yes,Medium,High,High,Neutral,Medium,41,Yes,7,Healthy,High,6,Yes,Neutral,No,Yes,Visual,No,Yes,High,3,High,B
20,F,College,60000,C,80,High,6,Engineering,Public,Low,High,No,Low,Medium,Medium,Negative,Medium,65,No,8,Healthy,High,6,No,Negative,No,No,Auditory,No,Yes,Medium,5,Low,C
19,M,Graduate,40000,B,91,High,17,Medicine,Private,Medium,Medium,Yes,High,Medium,Low,Positive,High,41,No,7,Balanced,Medium,4,No,Positive,No,No,Visual,Yes,Yes,Low,4,High,B
22,M,Graduate,40000,B,75,Low,10,Arts,Public,High,Low,No,High,Medium,Low,Negative,Medium,37,Yes,5,Unhealthy,High,5,No,Neutral,No,No,Kinesthetic,No,No,Low,5,High,A
19,F,Some College,50000,A,81,Low,10,Business,Private,High,Low,No,Low,Low,Low,Neutral,Low,42,Yes,4,Balanced,Medium,3,No,Positive,No,Yes,Kinesthetic,Yes,Yes,High,3,High,A
19,M,Graduate,75000,C,91,Low,9,Engineering,Public,Low,High,No,High,Low,High,Neutral,Medium,22,No,7,Healthy,Low,6,No,Negative,Yes,Yes,Auditory,Yes,Yes,Medium,3,Low,B
22,M,College,75000,B,70,High,17,Law,Private,Low,Low,No,Low,High,Medium,Negative,High,61,Yes,9,Balanced,Medium,8,Yes,Negative,No,No,Auditory,Yes,No,Low,6,Medium,B
22,M,Some College,40000,A,84,High,10,Law,Private,Low,Low,No,Low,Medium,Low,Negative,Low,78,Yes,5,Balanced,Medium,10,No,Positive,No,No,Auditory,Yes,No,High,2,High,A
18,F,High School,50000,A,94,Low,14,Engineering,Private,Medium,Medium,Yes,Medium,High,Low,Negative,Low,97,No,8,Unhealthy,High,2,No,Negative,No,Yes,Auditory,No,No,Medium,3,High,C
21,M,High School,75000,A,72,Low,5,Engineering,Public,High,High,No,Medium,Medium,Low,Negative,Medium,83,Yes,5,Unhealthy,Low,5,Yes,Negative,Yes,No,Visual,No,No,Low,2,High,B
22,F,Graduate,40000,A,82,Medium,18,Arts,Public,High,Medium,No,Medium,High,Medium,Neutral,Low,38,No,8,Healthy,High,6,Yes,Negative,Yes,No,Visual,Yes,No,High,1,Medium,A
22,F,College,50000,B,100,High,12,Law,Public,Low,Medium,Yes,High,Low,Low,Neutral,High,62,Yes,7,Healthy,Medium,9,No,Positive,No,No,Auditory,Yes,Yes,Medium,3,Medium,C
19,M,Some College,75000,A,100,Low,17,Engineering,Public,Medium,Medium,Yes,High,High,Low,Negative,Medium,62,No,5,Healthy,Low,2,No,Neutral,Yes,Yes,Kinesthetic,No,No,High,6,Low,C
18,M,College,60000,A,75,Low,12,Law,Public,Low,Low,Yes,Low,Low,Low,Positive,High,63,Yes,4,Balanced,Low,5,No,Negative,No,Yes,Visual,Yes,No,High,5,Medium,C
18,F,Some College,50000,A,90,Medium,17,Law,Private,Medium,High,Yes,High,High,Medium,Positive,High,36,Yes,6,Healthy,Medium,6,Yes,Positive,No,Yes,Auditory,No,Yes,Low,3,Low,B
21,M,High School,40000,B,77,High,7,Medicine,Private,Low,Medium,Yes,High,High,High,Neutral,Medium,71,No,9,Unhealthy,Medium,3,No,Negative,Yes,No,Auditory,No,No,Medium,6,Low,C
19,F,Graduate,75000,B,93,High,15,Arts,Private,High,Medium,Yes,Medium,Medium,High,Neutral,High,39,No,5,Healthy,Low,3,No,Negative,Yes,No,Auditory,Yes,Yes,Low,2,High,B
21,M,High School,75000,A,100,High,15,Medicine,Public,Medium,High,No,Low,Medium,Medium,Positive,Low,37,No,8,Healthy,High,6,No,Positive,Yes,Yes,Auditory,No,Yes,Medium,6,Low,A
20,M,College,60000,B,86,Medium,7,Business,Public,Medium,High,No,Medium,High,Low,Negative,High,28,No,9,Unhealthy,Medium,4,Yes,Negative,No,No,Kinesthetic,Yes,Yes,High,3,High,A
18,M,Graduate,40000,C,81,Medium,13,Arts,Public,Low,Medium,No,Low,Medium,Medium,Neutral,Medium,88,Yes,6,Healthy,Medium,7,Yes,Negative,Yes,No,Auditory,No,Yes,Medium,1,Medium,A
18,M,High School,30000,C,80,Medium,6,Law,Public,Low,High,No,Medium,Low,High,Neutral,Medium,27,No,9,Balanced,Medium,4,Yes,Positive,No,Yes,Auditory,No,No,Low,1,Low,C
22,M,Graduate,60000,C,80,Medium,18,Engineering,Private,High,Low,No,High,Medium,Low,Neutral,Medium,45,No,4,Healthy,Low,10,No,Negative,No,Yes,Auditory,No,No,Low,2,Medium,C
19,M,Some College,60000,A,80,Low,10,Engineering,Public,Medium,Low,No,Medium,Medium,High,Negative,Medium,22,Yes,5,Unhealthy,High,7,Yes,Negative,No,No,Kinesthetic,Yes,Yes,High,6,High,C
18,M,Graduate,75000,C,79,High,6,Engineering,Private,Medium,High,Yes,Low,High,Medium,Negative,Medium,41,Yes,9,Unhealthy,Low,6,No,Negative,No,Yes,Auditory,No,Yes,High,1,Low,A
22,M,Some College,75000,C,83,High,16,Arts,Public,High,Medium,No,High,Low,Low,Neutral,Low,65,No,9,Unhealthy,High,8,No,Negative,Yes,No,Auditory,Yes,Yes,Low,3,High,B
18,M,Some College,60000,A,87,Medium,14,Medicine,Public,Medium,Medium,Yes,Medium,Medium,Medium,Negative,High,41,No,5,Unhealthy,Medium,6,Yes,Positive,Yes,Yes,Visual,Yes,Yes,High,6,High,C
21,M,Some College,50000,B,95,Medium,18,Medicine,Private,Medium,Low,No,High,Medium,Medium,Neutral,High,32,No,8,Healthy,High,7,No,Positive,Yes,Yes,Kinesthetic,Yes,Yes,Medium,2,High,A
21,M,Graduate,50000,B,90,High,9,Arts,Private,Low,Low,Yes,High,Medium,Medium,Negative,Medium,88,Yes,5,Unhealthy,Low,2,No,Neutral,No,Yes,Visual,No,Yes,Medium,2,Low,C
20,M,Graduate,30000,B,84,High,20,Arts,Private,Medium,High,No,Medium,Low,Low,Neutral,Low,41,Yes,5,Balanced,High,6,Yes,Neutral,No,Yes,Visual,No,Yes,Medium,5,Medium,B
21,F,Some College,50000,C,96,Medium,17,Science,Private,Medium,Medium,Yes,High,High,High,Neutral,Medium,26,Yes,4,Unhealthy,Low,8,Yes,Neutral,Yes,Yes,Kinesthetic,No,No,Medium,3,High,A
21,M,Graduate,75000,C,81,Medium,20,Law,Public,Medium,Medium,Yes,Medium,Medium,High,Neutral,Medium,100,Yes,7,Healthy,High,5,Yes,Negative,No,Yes,Visual,No,No,High,3,Low,A
21,M,Graduate,30000,C,91,Low,11,Medicine,Private,Low,Low,Yes,High,Low,High,Negative,Low,41,No,4,Healthy,High,2,No,Negative,Yes,No,Visual,Yes,Yes,Medium,5,High,B
19,M,High School,40000,B,81,Medium,8,Arts,Private,High,Medium,Yes,Low,Medium,High,Negative,High,96,No,7,Balanced,High,6,No,Negative,No,No,Visual,No,No,Low,6,Low,C
22,F,High School,40000,B,95,Medium,20,Engineering,Private,Medium,Medium,Yes,Medium,Medium,Low,Positive,High,92,No,8,Balanced,High,7,No,Positive,Yes,No,Kinesthetic,Yes,Yes,Low,1,Medium,A
20,F,Graduate,60000,B,95,Medium,8,Law,Public,Medium,High,Yes,High,Low,High,Neutral,High,65,Yes,6,Balanced,Medium,4,No,Positive,Yes,No,Kinesthetic,No,Yes,Low,2,Low,C
20,M,Some College,60000,C,79,High,7,Law,Public,High,High,No,High,Medium,High,Positive,High,64,No,5,Balanced,High,8,Yes,Positive,Yes,Yes,Visual,No,No,High,3,Low,A
19,F,College,40000,C,96,High,5,Business,Public,Low,High,High,High,Medium,Medium,Neutral,Low,62,Yes,8,Balanced,High,6,No,Negative,Yes,No,Auditory,Yes,Yes,High,4,Medium,B
22,M,College,50000,A,74,Medium,12,Law,Public,High,Low,No,Low,Medium,High,Positive,Low,25,Yes,8,Balanced,High,6,No,Positive,No,Yes,Auditory,Yes,No,High,3,High,C
19,F,College,30000,B,77,High,14,Arts,Public,Low,Low,High,Low,Medium,High,Neutral,Medium,23,No,8,Balanced,Low,2,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,High,6,Medium,C
22,M,Graduate,75000,B,92,Low,7,Business,Private,High,Medium,Yes,Low,High,Low,Neutral,Medium,44,No,7,Balanced,Medium,10,No,Positive,No,Yes,Visual,No,Yes,Low,2,High,A
20,M,High School,40000,C,94,High,6,Law,Public,High,Medium,Yes,Low,High,High,Negative,High,38,No,5,Balanced,High,9,No,Positive,Yes,No,Visual,Yes,Yes,High,3,Medium,C
21,M,Some College,50000,A,93,Medium,7,Medicine,Public,High,High,Yes,Medium,Medium,Medium,Positive,Low,93,No,7,Healthy,Low,4,Yes,Negative,Yes,No,Auditory,No,No,High,6,Low,B
19,F,Some College,50000,C,92,High,10,Law,Public,Medium,Low,No,Low,Medium,Medium,Neutral,Low,67,No,5,Healthy,Low,10,Yes,Neutral,No,No,Auditory,No,Yes,Low,5,Low,A
18,M,High School,60000,A,75,Medium,6,Law,Public,Low,High,No,Medium,Low,Low,Neutral,High,94,No,5,Unhealthy,High,8,No,Neutral,No,Yes,Auditory,Yes,No,High,2,Medium,B
19,F,High School,50000,C,71,Medium,10,Engineering,Public,Medium,Medium,Yes,Low,Low,High,Negative,Medium,87,Yes,9,Balanced,Low,9,No,Negative,No,No,Kinesthetic,No,Yes,High,3,Medium,C
22,F,High School,50000,B,92,Medium,18,Engineering,Private,Medium,Low,High,Medium,Low,High,Neutral,Low,83,Yes,7,Healthy,Low,5,No,Positive,No,Yes,Auditory,No,No,High,3,Medium,B
22,F,Some College,40000,C,90,Medium,10,Arts,Public,High,Low,Yes,High,Medium,High,Neutral,High,99,Yes,8,Balanced,Low,3,No,Negative,No,Yes,Auditory,Yes,No,Medium,2,Medium,A
20,F,Graduate,75000,A,81,High,20,Medicine,Private,Medium,Low,No,High,Low,High,Neutral,Medium,41,Yes,8,Balanced,High,6,No,Neutral,Yes,No,Visual,No,No,High,3,Medium,C
18,M,College,50000,A,79,Low,20,Engineering,Public,Medium,Low,No,Low,Medium,Low,Neutral,Low,25,Yes,4,Unhealthy,High,3,No,Positive,No,Yes,Visual,No,No,High,5,High,C
